DATA_BASE,TIPO_DESENROLA,UNIDADE_FEDERACAO,NOME_CONGLOMERADO_FINANCEIRO,NUMERO_OPERACOES,VOLUME_OPERACOES,MES,TRIMESTRE,ANO,MEDIA_OPERACAO,FAIXA_VOLUME,LOG_NUMERO_OPERACOES,LOG_VOLUME_OPERACOES
2023-09-01,2,RJ,BB,1017,8237143.55,9,Q3,2023,8099.45285152409,Volume Alto,6.925595197110468,15.924164306634284
2023-09-01,2,RJ,BCO DO EST. DE SE S.A.,1,6162.61,9,Q3,2023,6162.61,Volume Médio,0.6931471805599453,8.726417923834832
2023-09-01,2,RJ,BRADESCO,1402,9539150.12,9,Q3,2023,6803.958716119828,Volume Alto,7.246368080102461,16.070915058333338
2023-09-01,2,RJ,BTG PACTUAL,147,903068.26,9,Q3,2023,6143.32149659864,Volume Alto,4.997212273764115,13.713554529347094
2023-09-01,2,RJ,CAIXA ECONÔMICA FEDERAL,1448,2604351.13,9,Q3,2023,1798.5850345303866,Volume Alto,7.278628942320682,14.772694499742808
2023-09-01,2,RJ,INTER,156,819773.96,9,Q3,2023,5254.961282051282,Volume Alto,5.056245805348308,13.616785142550766
2023-09-01,2,RJ,VOTORANTIM,520,3482053.14,9,Q3,2023,6696.256038461539,Volume Alto,6.255750041753367,15.06313294772472
2023-09-01,2,RN,BB,603,4659351.82,9,Q3,2023,7726.951608623549,Volume Alto,6.403574197934815,15.354387116628805
2023-09-01,2,RN,BRADESCO,113,627074.49,9,Q3,2023,5549.331769911504,Volume Alto,4.736198448394496,13.348822211091797
2023-09-01,2,RN,BTG PACTUAL,14,60528.93,9,Q3,2023,4323.495,Volume Médio,2.70805020110221,11.010893232433718
2023-09-01,2,RN,CAIXA ECONÔMICA FEDERAL,286,628503.55,9,Q3,2023,2197.5648601398602,Volume Alto,5.659482215759621,13.351098546445265
2023-09-01,2,RN,INTER,45,172322.86,9,Q3,2023,3829.3968888888885,Volume Alto,3.828641396489095,12.057130892325036
2023-09-01,2,RN,ITAU,1742,3845637.28,9,Q3,2023,2207.598897818599,Volume Alto,7.463363045520021,15.162450149745755
2023-09-01,2,RN,SANTANDER,1755,7320896.02,9,Q3,2023,4171.450723646723,Volume Alto,7.470793774195062,15.806243422145473
2023-09-01,2,RN,VOTORANTIM,91,442117.64,9,Q3,2023,4858.435604395605,Volume Alto,4.5217885770490405,12.99933354133222
2023-09-01,2,RO,BB,251,2971267.06,9,Q3,2023,11837.717370517928,Volume Alto,5.529429087511423,14.904499375887964
2023-09-01,2,RO,BRADESCO,55,306068.65,9,Q3,2023,5564.884545454546,Volume Alto,4.02535169073515,12.63156796941338
2023-09-01,2,RO,BTG PACTUAL,8,22097.62,9,Q3,2023,2762.2025,Volume Médio,2.1972245773362196,10.003270442117257
2023-09-01,2,RO,CAIXA ECONÔMICA FEDERAL,189,360081.86,9,Q3,2023,1905.1950264550264,Volume Alto,5.247024072160486,12.794089450614676
2023-09-01,2,RO,INTER,17,89880.38,9,Q3,2023,5287.081176470589,Volume Médio,2.8903717578961645,11.40624607998647
2023-09-01,2,RO,ITAU,343,885648.63,9,Q3,2023,2582.0659766763847,Volume Alto,5.840641657373398,13.694076699908399
2023-09-01,2,RO,SANTANDER,544,2833389.5,9,Q3,2023,5208.436580882353,Volume Alto,6.300785794663244,14.85698460905948
2023-09-01,2,RO,VOTORANTIM,44,397045.38,9,Q3,2023,9023.758636363636,Volume Alto,3.8066624897703196,12.891808379042152
2023-09-01,2,RR,BB,139,1230805.17,9,Q3,2023,8854.71345323741,Volume Alto,4.941642422609304,14.023179935417133
2023-09-01,2,RR,BRADESCO,15,128990.25,9,Q3,2023,8599.35,Volume Alto,2.772588722239781,11.767499851585923
2023-09-01,2,RR,BTG PACTUAL,4,13661.74,9,Q3,2023,3415.435,Volume Médio,1.6094379124341003,9.522427698661707
2023-09-01,2,RR,CAIXA ECONÔMICA FEDERAL,56,147379.2,9,Q3,2023,2631.7714285714287,Volume Alto,4.04305126783455,11.900770921356303
2023-09-01,2,RR,INTER,5,44723.51,9,Q3,2023,8944.702000000001,Volume Médio,1.791759469228055,10.708276952475652
2023-09-01,2,RR,ITAU,216,433073.86,9,Q3,2023,2004.971574074074,Volume Alto,5.37989735354046,12.978665878877448
2023-09-01,2,RR,SANTANDER,306,813443.59,9,Q3,2023,2658.312385620915,Volume Alto,5.726847747587197,13.609033090229849
