DATA_BASE,TIPO_DESENROLA,UNIDADE_FEDERACAO,NOME_CONGLOMERADO_FINANCEIRO,NUMERO_OPERACOES,VOLUME_OPERACOES
2023-12-01,2,MA,BRADESCO,86,904670.41
2023-12-01,2,MA,C6 BANK,15,32021.68
2023-12-01,2,MA,CAIXA ECONÔMICA FEDERAL,135,263869.0
2023-12-01,2,MA,ITAU,183,564699.3
2023-12-01,2,MA,SANTANDER,123,796370.74
2023-12-01,2,MA,VOTORANTIM,54,225509.19
2023-12-01,2,MG,BB,235,2640664.76
2023-12-01,2,MG,BCO TRIANGULO S.A.,189,189515.41
2023-12-01,2,MG,BRADESCO,245,1735507.15
2023-12-01,2,MG,BTG PACTUAL,23,45674.95
2023-12-01,2,MG,C6 BANK,101,728325.47
2023-12-01,2,MG,CAIXA ECONÔMICA FEDERAL,651,911580.67
2023-12-01,2,MG,INTER,9,31758.25
2023-12-01,2,MG,ITAU,1590,3960434.71
2023-12-01,2,MG,SANTANDER,660,3494505.45
2023-12-01,2,MG,VOTORANTIM,374,1461174.84
2023-12-01,2,MS,BB,78,892985.51
2023-12-01,2,MS,BCO TRIANGULO S.A.,43,39700.43
2023-12-01,2,MS,BRADESCO,71,697523.57
2023-12-01,2,MS,BTG PACTUAL,1,4845.71
2023-12-01,2,MS,C6 BANK,18,73931.43
2023-12-01,2,MS,CAIXA ECONÔMICA FEDERAL,97,194850.04
2023-12-01,2,MS,INTER,1,1685.53
2023-12-01,2,MS,ITAU,184,464104.64
2023-12-01,2,MS,SANTANDER,149,647542.82
2023-12-01,2,MS,VOTORANTIM,115,609727.36
2023-12-01,2,MT,BB,93,797406.39
2023-12-01,2,MT,BCO DO EST. DO PA S.A.,1,5475.22
2023-12-01,2,MT,BCO TRIANGULO S.A.,39,42802.1
2023-12-01,2,MT,BRADESCO,65,658191.3
2023-12-01,2,MT,BTG PACTUAL,3,25382.62
2023-12-01,2,MT,C6 BANK,22,47529.93
2023-12-01,2,MT,CAIXA ECONÔMICA FEDERAL,141,315445.04
2023-12-01,2,MT,ITAU,161,339297.95
2023-12-01,2,MT,SANTANDER,126,690794.2
2023-12-01,2,MT,VOTORANTIM,94,645021.1
2023-12-01,2,PA,BB,94,761209.52
2023-12-01,2,PA,BCO DO EST. DO PA S.A.,32,470867.03
2023-12-01,2,PA,BCO TRIANGULO S.A.,168,180885.42
2023-12-01,2,PA,BRADESCO,120,815846.58
2023-12-01,2,PA,BTG PACTUAL,5,64497.08
2023-12-01,2,PA,C6 BANK,25,88437.46
2023-12-01,2,PA,CAIXA ECONÔMICA FEDERAL,206,270128.35
2023-12-01,2,PA,ITAU,346,827079.13
2023-12-01,2,PA,SANTANDER,192,1143847.46
2023-12-01,2,PA,VOTORANTIM,59,294018.18
2023-12-01,2,PB,BB,53,505584.65
2023-12-01,2,PB,BCO TRIANGULO S.A.,78,77816.93
2023-12-01,2,PB,BRADESCO,80,865643.94
2023-12-01,2,PB,BTG PACTUAL,4,18389.3
2023-12-01,2,PB,C6 BANK,16,181353.17
2023-12-01,2,PB,CAIXA ECONÔMICA FEDERAL,109,161304.49
2023-12-01,2,PB,ITAU,296,781108.72
2023-12-01,2,PB,SANTANDER,106,841663.83
2023-12-01,2,PB,VOTORANTIM,75,384288.5
2023-12-01,2,PE,BB,80,491433.53
2023-12-01,2,PE,BCO TRIANGULO S.A.,132,106410.69
2023-12-01,2,PE,BRADESCO,182,2169925.68
2023-12-01,2,PE,BTG PACTUAL,11,31746.75
2023-12-01,2,PE,C6 BANK,48,291548.55
2023-12-01,2,PE,CAIXA ECONÔMICA FEDERAL,208,381798.91
2023-12-01,2,PE,ITAU,819,2300588.93
2023-12-01,2,PE,SANTANDER,296,1289985.74
2023-12-01,2,PE,VOTORANTIM,83,258008.13
2023-12-01,2,PI,BB,87,599736.84
2023-12-01,2,PI,BCO TRIANGULO S.A.,18,16418.21
2023-12-01,2,PI,BRADESCO,28,302428.09
2023-12-01,2,PI,BTG PACTUAL,5,10639.09
2023-12-01,2,PI,C6 BANK,8,116485.23
2023-12-01,2,PI,CAIXA ECONÔMICA FEDERAL,144,313315.12
2023-12-01,2,PI,ITAU,137,349700.74
2023-12-01,2,PI,SANTANDER,71,272841.4
2023-12-01,2,PI,VOTORANTIM,37,188973.29
2023-12-01,2,PR,BB,131,1197079.65
2023-12-01,2,PR,BCO TRIANGULO S.A.,112,200141.14
2023-12-01,2,PR,BRADESCO,197,1451544.63
2023-12-01,2,PR,BTG PACTUAL,6,15532.91
2023-12-01,2,PR,C6 BANK,88,534484.93
2023-12-01,2,PR,CAIXA ECONÔMICA FEDERAL,461,1002095.24
2023-12-01,2,PR,ITAU,1019,2491456.84
2023-12-01,2,PR,SANTANDER,399,2692260.34
2023-12-01,2,PR,VOTORANTIM,326,1811221.86
2023-12-01,2,RJ,BB,159,1810632.35
2023-12-01,2,RJ,BCO TRIANGULO S.A.,168,280777.24
2023-12-01,2,RJ,BRADESCO,490,4673589.37
2023-12-01,2,RJ,BTG PACTUAL,27,63835.23
2023-12-01,2,RJ,C6 BANK,181,1034797.7
2023-12-01,2,RJ,CAIXA ECONÔMICA FEDERAL,512,959450.43
2023-12-01,2,RJ,INTER,4,16897.1
2023-12-01,2,RJ,ITAU,3072,6903231.62
2023-12-01,2,RJ,SANTANDER,999,5556113.11
2023-12-01,2,RJ,VOTORANTIM,328,1448653.64
2023-12-01,2,RN,BB,75,849677.1
2023-12-01,2,RN,BCO TRIANGULO S.A.,89,80240.53
2023-12-01,2,RN,BRADESCO,38,143083.59
2023-12-01,2,RN,BTG PACTUAL,3,4684.14
2023-12-01,2,RN,C6 BANK,14,52723.06
2023-12-01,2,RN,CAIXA ECONÔMICA FEDERAL,96,248404.43
2023-12-01,2,RN,ITAU,267,655413.36
2023-12-01,2,RN,SANTANDER,116,629062.4
2023-12-01,2,RN,VOTORANTIM,73,376857.08
2023-12-01,2,RO,BB,43,438424.98
2023-12-01,2,RO,BCO TRIANGULO S.A.,28,19594.11
2023-12-01,2,RO,BRADESCO,17,130565.94
2023-12-01,2,RO,C6 BANK,4,5215.34
2023-12-01,2,RO,CAIXA ECONÔMICA FEDERAL,73,110188.21
2023-12-01,2,RO,ITAU,64,139998.72
2023-12-01,2,RO,SANTANDER,33,87063.51
2023-12-01,2,RO,VOTORANTIM,23,92986.19
2023-12-01,2,RR,BB,25,333935.46
2023-12-01,2,RR,BCO TRIANGULO S.A.,10,24027.09
2023-12-01,2,RR,BRADESCO,6,32916.97
2023-12-01,2,RR,BTG PACTUAL,1,3063.82
2023-12-01,2,RR,C6 BANK,1,5889.64
2023-12-01,2,RR,CAIXA ECONÔMICA FEDERAL,29,72888.39
2023-12-01,2,RR,ITAU,23,56124.62
2023-12-01,2,RR,SANTANDER,11,263370.18
2023-12-01,2,RR,VOTORANTIM,9,144445.72
2023-12-01,2,RS,BB,123,1103959.07
2023-12-01,2,RS,BCO TRIANGULO S.A.,126,154985.5
2023-12-01,2,RS,BRADESCO,110,1040783.59
2023-12-01,2,RS,BTG PACTUAL,14,48255.7
2023-12-01,2,RS,C6 BANK,44,210842.95
2023-12-01,2,RS,CAIXA ECONÔMICA FEDERAL,472,866951.05
2023-12-01,2,RS,INTER,2,6371.26
2023-12-01,2,RS,ITAU,793,1839061.71
2023-12-01,2,RS,SANTANDER,392,1744156.86
2023-12-01,2,RS,VOTORANTIM,222,1235373.42
2023-12-01,2,SC,BB,108,798419.67
2023-12-01,2,SC,BCO DO EST. DE SE S.A.,1,3052.94
2023-12-01,2,SC,BCO TRIANGULO S.A.,83,110108.86
2023-12-01,2,SC,BRADESCO,96,739009.45
2023-12-01,2,SC,BTG PACTUAL,5,16456.59
2023-12-01,2,SC,C6 BANK,46,314513.87
2023-12-01,2,SC,CAIXA ECONÔMICA FEDERAL,290,573836.5
2023-12-01,2,SC,INTER,1,3706.3
2023-12-01,2,SC,ITAU,586,1549576.68
2023-12-01,2,SC,SANTANDER,223,1016668.09
2023-12-01,2,SC,VOTORANTIM,235,1253309.16
2023-12-01,2,SE,BB,27,151390.05
2023-12-01,2,SE,BCO DO EST. DE SE S.A.,53,354225.14
2023-12-01,2,SE,BCO TRIANGULO S.A.,20,19359.52
2023-12-01,2,SE,BRADESCO,13,66724.07
2023-12-01,2,SE,BTG PACTUAL,3,3789.71
2023-12-01,2,SE,C6 BANK,7,13122.0
2023-12-01,2,SE,CAIXA ECONÔMICA FEDERAL,63,64897.62
2023-12-01,2,SE,ITAU,144,366364.49
2023-12-01,2,SE,SANTANDER,41,234727.53
2023-12-01,2,SE,VOTORANTIM,25,110736.11
2023-12-01,2,SP,BB,570,5975574.72
2023-12-01,2,SP,BCO TRIANGULO S.A.,362,410501.73
2023-12-01,2,SP,BRADESCO,1325,10166202.03
2023-12-01,2,SP,BTG PACTUAL,74,249101.6
2023-12-01,2,SP,C6 BANK,413,2400025.59
2023-12-01,2,SP,CAIXA ECONÔMICA FEDERAL,1535,2655356.8
2023-12-01,2,SP,INTER,12,84614.47
2023-12-01,2,SP,ITAU,7051,17207591.01
2023-12-01,2,SP,SANTANDER,2892,17101624.83
2023-12-01,2,SP,VOTORANTIM,1521,7023442.75
2023-12-01,2,TO,BB,41,472971.13
2023-12-01,2,TO,BCO TRIANGULO S.A.,11,7638.87
2023-12-01,2,TO,BRADESCO,20,179708.85
2023-12-01,2,TO,C6 BANK,4,13598.86
2023-12-01,2,TO,CAIXA ECONÔMICA FEDERAL,57,99455.42
2023-12-01,2,TO,ITAU,30,69924.18
2023-12-01,2,TO,SANTANDER,30,109555.94
2023-12-01,2,TO,VOTORANTIM,18,98361.43
2024-01-01,1,AC,BB,70,90013.4
2024-01-01,1,AC,BMG,1,1199.79
2024-01-01,1,AC,BRADESCO,9,10371.34
2024-01-01,1,AC,BTG PACTUAL,136,243967.2
2024-01-01,1,AC,C6 BANK,2,1475.37
2024-01-01,1,AC,CAIXA ECONÔMICA FEDERAL,53,55257.03
2024-01-01,1,AC,INTER,29,44114.24
2024-01-01,1,AC,ITAU,14,17988.08
2024-01-01,1,AC,NUBANK,129,134532.99
2024-01-01,1,AC,SANTANDER,23,35679.0
2024-01-01,1,AC,VOTORANTIM,3,5382.22
2024-01-01,1,AL,BB,94,140387.72
2024-01-01,1,AL,BMG,9,17467.61
2024-01-01,1,AL,BRADESCO,26,22793.77
2024-01-01,1,AL,BTG PACTUAL,384,490998.14
2024-01-01,1,AL,C6 BANK,19,19348.24
2024-01-01,1,AL,CAIXA ECONÔMICA FEDERAL,187,216391.59
2024-01-01,1,AL,INTER,109,125129.14
2024-01-01,1,AL,ITAU,51,72228.35
2024-01-01,1,AL,NUBANK,295,296803.95
2024-01-01,1,AL,SANTANDER,68,80566.01
2024-01-01,1,AL,VOTORANTIM,7,6005.38
2024-01-01,1,AM,BANCO SICOOB,1,1005.98
2024-01-01,1,AM,BANRISUL,1,2070.14
2024-01-01,1,AM,BB,122,180243.64
2024-01-01,1,AM,BMG,14,36211.89
2024-01-01,1,AM,BRADESCO,112,154099.87
2024-01-01,1,AM,BTG PACTUAL,839,1386477.24
2024-01-01,1,AM,C6 BANK,53,67678.11
2024-01-01,1,AM,CAIXA ECONÔMICA FEDERAL,335,407567.59
2024-01-01,1,AM,INTER,247,331477.72
2024-01-01,1,AM,ITAU,197,292164.34
2024-01-01,1,AM,NUBANK,777,978179.19
2024-01-01,1,AM,SANTANDER,177,251414.52
2024-01-01,1,AM,SICOOB AMAZÔNIA,3,9676.05
2024-01-01,1,AM,SICOOB CREDISUL,2,2895.5
2024-01-01,1,AM,VOTORANTIM,8,12936.63
2024-01-01,1,AP,BB,39,56572.83
2024-01-01,1,AP,BMG,7,6438.91
2024-01-01,1,AP,BRADESCO,5,6769.52
2024-01-01,1,AP,BTG PACTUAL,84,110056.15
2024-01-01,1,AP,C6 BANK,12,14454.73
2024-01-01,1,AP,CAIXA ECONÔMICA FEDERAL,39,37250.14
2024-01-01,1,AP,INTER,20,20284.0
2024-01-01,1,AP,ITAU,8,10749.53
2024-01-01,1,AP,NUBANK,95,101415.96
2024-01-01,1,AP,SANTANDER,21,27229.37
2024-01-01,1,AP,VOTORANTIM,2,2010.54
2024-01-01,1,BA,BANCO SICOOB,3,5442.6
2024-01-01,1,BA,BANRISUL,12,24418.13
2024-01-01,1,BA,BB,367,489192.21
2024-01-01,1,BA,BMG,68,72096.76
2024-01-01,1,BA,BRADESCO,195,239629.53
2024-01-01,1,BA,BTG PACTUAL,1722,2419113.09
2024-01-01,1,BA,C6 BANK,144,166222.99
2024-01-01,1,BA,CAIXA ECONÔMICA FEDERAL,721,740470.26
2024-01-01,1,BA,CC SICOOB COOPEC LTDA.,1,327.86
2024-01-01,1,BA,CC SICOOB COOPEMAR,1,180.01
2024-01-01,1,BA,CC SICOOB CRED EXECUTIVO,2,5114.94
2024-01-01,1,BA,CC SICOOB CREDICONQUISTA,1,457.78
2024-01-01,1,BA,CCLA MAXI ALFA,1,4507.19
2024-01-01,1,BA,INTER,442,519642.44
2024-01-01,1,BA,ITAU,331,391454.77
2024-01-01,1,BA,NUBANK,1579,1690078.35
2024-01-01,1,BA,SANTANDER,366,438468.19
2024-01-01,1,BA,SOC CC SICOOB COOPERE,3,6660.51
2024-01-01,1,BA,VOTORANTIM,16,25274.11
2024-01-01,1,CE,BANCO SICOOB,2,1945.04
2024-01-01,1,CE,BANRISUL,3,2466.4
2024-01-01,1,CE,BB,361,522261.04
2024-01-01,1,CE,BMG,48,61260.95
2024-01-01,1,CE,BRADESCO,154,178228.65
2024-01-01,1,CE,BTG PACTUAL,1541,1983348.11
2024-01-01,1,CE,C6 BANK,95,122857.01
2024-01-01,1,CE,CAIXA ECONÔMICA FEDERAL,536,586274.94
2024-01-01,1,CE,INTER,413,486209.87
2024-01-01,1,CE,ITAU,224,236833.14
2024-01-01,1,CE,NUBANK,1345,1475300.04
2024-01-01,1,CE,SANTANDER,311,327137.16
2024-01-01,1,CE,VOTORANTIM,11,21459.68
2024-01-01,1,DF,BANCO SICOOB,4,6929.55
2024-01-01,1,DF,BANRISUL,1,706.5
2024-01-01,1,DF,BB,161,239881.91
2024-01-01,1,DF,BCO CSF S.A.,1,2212.31
2024-01-01,1,DF,BMG,13,14543.02
2024-01-01,1,DF,BRADESCO,25,29378.01
2024-01-01,1,DF,BTG PACTUAL,749,1128272.92
2024-01-01,1,DF,C6 BANK,54,59280.13
2024-01-01,1,DF,CAIXA ECONÔMICA FEDERAL,234,313939.45
2024-01-01,1,DF,CC DISTRITO FEDERAL E ENTORNO,1,218.85
2024-01-01,1,DF,CCLA SICOOB CREDIJUSTRA,1,417.78
2024-01-01,1,DF,INTER,210,272805.21
2024-01-01,1,DF,ITAU,132,190534.49
2024-01-01,1,DF,NUBANK,649,718920.96
2024-01-01,1,DF,SANTANDER,145,172725.76
2024-01-01,1,DF,VOTORANTIM,9,7988.13
2024-01-01,1,ES,BANCO SICOOB,21,27877.13
2024-01-01,1,ES,BANRISUL,3,5826.61
2024-01-01,1,ES,BB,58,73875.18
2024-01-01,1,ES,BMG,14,10958.7
2024-01-01,1,ES,BRADESCO,22,31576.56
2024-01-01,1,ES,BTG PACTUAL,564,850061.48
2024-01-01,1,ES,C6 BANK,31,30051.04
2024-01-01,1,ES,CAIXA ECONÔMICA FEDERAL,237,260022.24
2024-01-01,1,ES,INTER,113,143419.35
2024-01-01,1,ES,ITAU,99,142975.71
2024-01-01,1,ES,NUBANK,455,521897.34
2024-01-01,1,ES,SANTANDER,104,132331.54
2024-01-01,1,ES,VOTORANTIM,11,19210.8
2024-01-01,1,GO,BANCO SICOOB,8,14939.22
2024-01-01,1,GO,BANRISUL,4,8623.43
2024-01-01,1,GO,BB,138,185904.9
2024-01-01,1,GO,BMG,41,64855.33
2024-01-01,1,GO,BRADESCO,55,57567.42
2024-01-01,1,GO,BTG PACTUAL,1036,1510721.36
2024-01-01,1,GO,C6 BANK,70,88007.6
2024-01-01,1,GO,CAIXA ECONÔMICA FEDERAL,348,402009.31
2024-01-01,1,GO,CC DISTRITO FEDERAL E ENTORNO,1,2211.98
2024-01-01,1,GO,INTER,255,322765.04
2024-01-01,1,GO,ITAU,212,279580.82
2024-01-01,1,GO,NUBANK,828,933844.62
2024-01-01,1,GO,SANTANDER,173,222382.4
2024-01-01,1,GO,VOTORANTIM,9,16302.72
2024-01-01,1,MA,BANCO SICOOB,3,2550.81
2024-01-01,1,MA,BB,256,325404.21
2024-01-01,1,MA,BMG,23,27135.0
2024-01-01,1,MA,BRADESCO,66,78746.45
2024-01-01,1,MA,BTG PACTUAL,521,730626.49
2024-01-01,1,MA,C6 BANK,36,47415.95
2024-01-01,1,MA,CAIXA ECONÔMICA FEDERAL,240,251823.62
2024-01-01,1,MA,INTER,154,185044.3
2024-01-01,1,MA,ITAU,79,112261.91
2024-01-01,1,MA,NUBANK,595,669814.24
2024-01-01,1,MA,SANTANDER,101,130693.68
2024-01-01,1,MA,VOTORANTIM,2,2196.73
2024-01-01,1,MG,BANCO SICOOB,81,117914.47
2024-01-01,1,MG,BANRISUL,9,17278.38
2024-01-01,1,MG,BB,491,677546.19
2024-01-01,1,MG,BMG,137,173777.08
2024-01-01,1,MG,BRADESCO,220,286909.59
2024-01-01,1,MG,BTG PACTUAL,3033,4790203.19
2024-01-01,1,MG,C6 BANK,263,339253.04
2024-01-01,1,MG,CAIXA ECONÔMICA FEDERAL,1375,1617764.95
2024-01-01,1,MG,CC CREDINACIONAL LTDA - SICOOB CREDINACIONAL,3,1719.07
2024-01-01,1,MG,CC UNIÃO DO CENTRO OESTE DE MINAS,1,702.66
2024-01-01,1,MG,CCLA MARGEM ESQUERDA DO URUCUI,1,659.13
2024-01-01,1,MG,CCLA UNIÃO CENTRO OESTE MINAS,2,2148.13
2024-01-01,1,MG,INTER,1141,1433350.42
2024-01-01,1,MG,ITAU,788,1012896.0
2024-01-01,1,MG,NUBANK,2510,3086796.28
2024-01-01,1,MG,SANTANDER,600,785770.16
2024-01-01,1,MG,SOC CC SICOOB COOPERE,1,975.01
2024-01-01,1,MG,VOTORANTIM,25,44490.26
2024-01-01,1,MS,BANCO SICOOB,4,5675.08
2024-01-01,1,MS,BANRISUL,1,220.16
2024-01-01,1,MS,BB,151,200036.12
2024-01-01,1,MS,BMG,24,29999.39
2024-01-01,1,MS,BRADESCO,89,94837.96
2024-01-01,1,MS,BTG PACTUAL,614,990993.36
2024-01-01,1,MS,C6 BANK,49,54778.58
2024-01-01,1,MS,CAIXA ECONÔMICA FEDERAL,309,365786.6
2024-01-01,1,MS,INTER,115,136880.41
2024-01-01,1,MS,ITAU,82,112304.28
2024-01-01,1,MS,NUBANK,587,765954.52
2024-01-01,1,MS,SANTANDER,127,161277.97
2024-01-01,1,MS,VOTORANTIM,5,6303.22
2024-01-01,1,MT,BANCO SICOOB,7,16235.81
2024-01-01,1,MT,BANRISUL,2,4364.79
2024-01-01,1,MT,BB,207,348267.05
2024-01-01,1,MT,BCO CSF S.A.,1,3421.02
2024-01-01,1,MT,BMG,24,54795.15
2024-01-01,1,MT,BRADESCO,49,63506.52
2024-01-01,1,MT,BTG PACTUAL,631,1116427.66
2024-01-01,1,MT,C6 BANK,53,82644.42
2024-01-01,1,MT,CAIXA ECONÔMICA FEDERAL,205,307509.61
2024-01-01,1,MT,CCLA DO CENTRO SUL RONDONIENSE,1,956.03
2024-01-01,1,MT,CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT,3,5930.25
2024-01-01,1,MT,INTER,125,197294.26
2024-01-01,1,MT,ITAU,70,99690.49
2024-01-01,1,MT,NUBANK,551,806874.95
2024-01-01,1,MT,SANTANDER,128,205467.06
2024-01-01,1,MT,SICOOB CREDISUL,5,8438.66
2024-01-01,1,MT,VOTORANTIM,12,19971.12
2024-01-01,1,PA,BANCO SICOOB,1,1367.0
2024-01-01,1,PA,BANRISUL,2,3098.29
2024-01-01,1,PA,BB,245,330688.82
2024-01-01,1,PA,BCO DO EST. DO PA S.A.,11,31452.39
2024-01-01,1,PA,BMG,29,34159.45
2024-01-01,1,PA,BRADESCO,66,66673.33
2024-01-01,1,PA,BTG PACTUAL,929,1189264.62
2024-01-01,1,PA,C6 BANK,85,100104.41
2024-01-01,1,PA,CAIXA ECONÔMICA FEDERAL,335,287858.32
2024-01-01,1,PA,CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT,1,3897.36
2024-01-01,1,PA,CCLA SICOOB CREDIJUSTRA,1,2043.45
2024-01-01,1,PA,INTER,297,320008.78
2024-01-01,1,PA,ITAU,181,196333.51
2024-01-01,1,PA,NUBANK,941,974958.75
2024-01-01,1,PA,SANTANDER,184,220787.98
2024-01-01,1,PA,VOTORANTIM,8,16925.26
2024-01-01,1,PB,BANCO SICOOB,1,547.81
2024-01-01,1,PB,BANRISUL,5,3282.17
2024-01-01,1,PB,BB,147,192640.35
2024-01-01,1,PB,BMG,20,25248.54
2024-01-01,1,PB,BRADESCO,70,80023.79
2024-01-01,1,PB,BTG PACTUAL,658,915901.94
2024-01-01,1,PB,C6 BANK,26,31399.9
2024-01-01,1,PB,CAIXA ECONÔMICA FEDERAL,260,273460.63
2024-01-01,1,PB,INTER,156,203918.67
2024-01-01,1,PB,ITAU,73,97196.25
2024-01-01,1,PB,NUBANK,554,692133.09
2024-01-01,1,PB,SANTANDER,97,135945.17
2024-01-01,1,PB,VOTORANTIM,1,1161.02
2024-01-01,1,PE,BANCO SICOOB,3,4018.27
2024-01-01,1,PE,BANRISUL,8,12952.25
2024-01-01,1,PE,BB,259,330868.6
2024-01-01,1,PE,BMG,47,59564.86
2024-01-01,1,PE,BRADESCO,127,128238.32
2024-01-01,1,PE,BTG PACTUAL,1280,1688002.56
2024-01-01,1,PE,C6 BANK,74,80342.73
2024-01-01,1,PE,CAIXA ECONÔMICA FEDERAL,511,504893.54
2024-01-01,1,PE,INTER,335,357536.27
2024-01-01,1,PE,ITAU,272,332927.74
2024-01-01,1,PE,NUBANK,1096,1117427.6
2024-01-01,1,PE,SANTANDER,334,356055.88
2024-01-01,1,PE,VOTORANTIM,15,28778.53
2024-01-01,1,PI,BANCO SICOOB,2,4337.77
2024-01-01,1,PI,BANRISUL,2,5222.17
2024-01-01,1,PI,BB,169,235607.75
2024-01-01,1,PI,BMG,18,26619.48
2024-01-01,1,PI,BRADESCO,24,28313.71
2024-01-01,1,PI,BTG PACTUAL,522,803634.86
2024-01-01,1,PI,C6 BANK,30,32769.22
2024-01-01,1,PI,CAIXA ECONÔMICA FEDERAL,185,202811.16
2024-01-01,1,PI,INTER,115,113476.42
2024-01-01,1,PI,ITAU,46,46877.78
2024-01-01,1,PI,NUBANK,464,591566.23
2024-01-01,1,PI,SANTANDER,78,91685.12
2024-01-01,1,PI,VOTORANTIM,5,4098.94
2024-01-01,1,PR,BANCO SICOOB,25,45410.81
2024-01-01,1,PR,BANRISUL,1,498.6
2024-01-01,1,PR,BB,267,371565.79
2024-01-01,1,PR,BMG,37,43054.51
2024-01-01,1,PR,BRADESCO,129,148831.36
2024-01-01,1,PR,BTG PACTUAL,1907,3006936.76
2024-01-01,1,PR,C6 BANK,199,284922.19
2024-01-01,1,PR,CAIXA ECONÔMICA FEDERAL,652,769337.88
2024-01-01,1,PR,CC SICOOB VALE SUL,2,4018.47
2024-01-01,1,PR,CCLA MAXI ALFA,1,1377.87
2024-01-01,1,PR,CCLA SICOOB ARENITO PARANÁ / SÃO PAULO,3,1803.07
2024-01-01,1,PR,INTER,309,420285.53
2024-01-01,1,PR,ITAU,437,546266.95
2024-01-01,1,PR,NUBANK,1499,1843943.39
2024-01-01,1,PR,SANTANDER,308,405803.63
2024-01-01,1,PR,VOTORANTIM,19,31397.22
2024-01-01,1,RJ,BANCO SICOOB,19,23939.09
2024-01-01,1,RJ,BANRISUL,9,10483.2
2024-01-01,1,RJ,BB,391,508017.35
2024-01-01,1,RJ,BCO CSF S.A.,1,845.4
2024-01-01,1,RJ,BMG,95,117019.87
2024-01-01,1,RJ,BRADESCO,344,330816.71
2024-01-01,1,RJ,BTG PACTUAL,3326,4461180.01
2024-01-01,1,RJ,C6 BANK,343,376998.87
2024-01-01,1,RJ,CAIXA ECONÔMICA FEDERAL,1284,1325879.72
2024-01-01,1,RJ,INTER,824,916260.3
2024-01-01,1,RJ,ITAU,1368,1607814.74
2024-01-01,1,RJ,NUBANK,3266,3360949.89
2024-01-01,1,RJ,SANTANDER,1146,1270459.17
2024-01-01,1,RJ,VOTORANTIM,24,29913.83
2024-01-01,1,RN,BANCO SICOOB,2,1332.35
2024-01-01,1,RN,BB,162,202205.76
2024-01-01,1,RN,BMG,27,51761.62
2024-01-01,1,RN,BRADESCO,35,45115.84
2024-01-01,1,RN,BTG PACTUAL,501,687811.85
2024-01-01,1,RN,C6 BANK,28,36691.21
2024-01-01,1,RN,CAIXA ECONÔMICA FEDERAL,206,207725.04
2024-01-01,1,RN,INTER,146,174978.31
2024-01-01,1,RN,ITAU,71,74801.45
2024-01-01,1,RN,NUBANK,449,502157.3
2024-01-01,1,RN,SANTANDER,102,119011.22
2024-01-01,1,RN,VOTORANTIM,6,8409.18
2024-01-01,1,RO,BANCO SICOOB,2,2780.39
2024-01-01,1,RO,BANRISUL,2,5550.0
2024-01-01,1,RO,BB,129,194672.59
2024-01-01,1,RO,BMG,11,16182.45
2024-01-01,1,RO,BRADESCO,28,36180.33
2024-01-01,1,RO,BTG PACTUAL,373,622093.7
2024-01-01,1,RO,C.C. DO CENTRO DO ESTADO DE RONDÔNIA,4,3006.32
2024-01-01,1,RO,C6 BANK,23,34303.69
2024-01-01,1,RO,CAIXA ECONÔMICA FEDERAL,172,216569.03
2024-01-01,1,RO,CC INV DE RONDÔNIA - SICOOB CREDJURD,6,10177.36
2024-01-01,1,RO,CCLA DO CENTRO SUL RONDONIENSE,11,22907.14
2024-01-01,1,RO,INTER,96,140711.04
2024-01-01,1,RO,ITAU,51,77024.08
2024-01-01,1,RO,NUBANK,363,491717.96
2024-01-01,1,RO,SANTANDER,64,80894.43
2024-01-01,1,RO,SICOOB AMAZÔNIA,6,6827.24
2024-01-01,1,RO,SICOOB CREDISUL,3,5099.58
2024-01-01,1,RO,VOTORANTIM,2,3071.86
2024-01-01,1,RR,BB,40,68881.3
2024-01-01,1,RR,BRADESCO,4,4286.63
2024-01-01,1,RR,BTG PACTUAL,89,139574.37
2024-01-01,1,RR,C6 BANK,5,10525.88
2024-01-01,1,RR,CAIXA ECONÔMICA FEDERAL,33,42698.13
2024-01-01,1,RR,INTER,21,21142.6
2024-01-01,1,RR,ITAU,15,25531.57
2024-01-01,1,RR,NUBANK,93,100617.58
2024-01-01,1,RR,SANTANDER,19,25096.23
2024-01-01,1,RR,VOTORANTIM,3,4032.19
2024-01-01,1,RS,BANCO SICOOB,7,12344.96
2024-01-01,1,RS,BANRISUL,317,398446.82
2024-01-01,1,RS,BB,208,293177.96
2024-01-01,1,RS,BMG,39,70488.82
2024-01-01,1,RS,BRADESCO,86,111454.23
2024-01-01,1,RS,BTG PACTUAL,1564,2264335.07
2024-01-01,1,RS,C6 BANK,110,139745.26
2024-01-01,1,RS,CAIXA ECONÔMICA FEDERAL,719,844735.16
2024-01-01,1,RS,CCLA MAXI ALFA,2,1727.3
2024-01-01,1,RS,CCLA SICOOB VALCREDI SUL,2,1878.46
2024-01-01,1,RS,INTER,301,375982.79
2024-01-01,1,RS,ITAU,273,342791.54
2024-01-01,1,RS,NUBANK,1383,1599775.71
2024-01-01,1,RS,SANTANDER,375,449579.72
2024-01-01,1,RS,VOTORANTIM,16,18102.5
2024-01-01,1,SC,BANCO SICOOB,16,25612.85
2024-01-01,1,SC,BANRISUL,9,14701.49
2024-01-01,1,SC,BB,202,330590.5
2024-01-01,1,SC,BMG,20,34985.08
